serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
21439,MZ/SER/84F01/2018/17,Mizoram,Serchhip,,IWMP Water Reserviour of Chekawn Village on SH East Lungdar-Serchhip Road,23.199879,93.00705,DEBRIS,SLIDE,2018
21440,MZ/LUN/84A12/2018/65,Mizoram,Lunglei,,Near NW outskirts of Thenhlum Village (Tleu-Thenhlum Section),23.201084,92.580803,SOIL,SLIDE,
21441,MZ/LUN/84A12/2018/31,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.201111,92.681946,DEBRIS,SLIDE,
21442,MZ/LUN/84A12/2018/30,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.202129,92.681442,ROCK,SLIDE,
21443,MZ/LUN/84A12/2018/64,Mizoram,Lunglei,,Tleu-Thenhlum Section,23.204981,92.57457,ROCK,SLIDE,2018
21444,MZ/LUN/84A12/2018/68,Mizoram,Lunglei,,Thenhlum-South Dampui Section,23.205305,92.585861,DEBRIS,SLIDE,
21445,MZ/LUN/84A12/2018/57,Mizoram,Lunglei,,Tleu Village (East boundary/outskirts),23.205961,92.538406,ROCK,SLIDE,2018
21446,MZ/CHA/84E08/2017/11,Mizoram,Champhai,Vanchhia slide,Vangchhia village,23.206,93.329028,ROCK,SLIDE,
21447,MZ/CHA/84E08/2017/5,Mizoram,Champhai,,Dungtllang Leitum road,23.207528,93.258861,ROCK,FALL,
21448,MZ/CHA/84E08/2017/10,Mizoram,Champhai,,Dungtllang Leitum road,23.207889,93.255917,ROCK,SLIDE,
21449,MZ/LUN/84A12/2018/29,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (~8 km south of Buarpui),23.208017,92.676277,ROCK,SLIDE,
21450,MZ/LUN/84A16/2018/56,Mizoram,Lunglei,,South of S. Zote Village towards Chiphhir,23.208055,92.795555,DEBRIS,SLIDE,
21451,MZ/LUN/84A12/2018/53,Mizoram,Lunglei,,West of Tleu Village along Tleu- Bunghmun road Section,23.208082,92.507889,DEBRIS,SLIDE,
21452,MZ/CHA/84E08/2017/9,Mizoram,Champhai,,Dungtllang Leitum road,23.208139,93.257389,DEBRIS,SLIDE,
21453,MZ/LUN/84A12/2018/54,Mizoram,Lunglei,,West of Tleu Village along Tleu- Bunghmun road Section,23.208694,92.50975,ROCK,SLIDE,
21454,MZ/LUN/84A12/2018/58,Mizoram,Lunglei,,East of Tleu Village,23.20875,92.538361,ROCK,SLIDE,
21455,MZ/LUN/84A12/2018/55,Mizoram,Lunglei,,West of Tleu Village along Bunghmun-Tleu road Section,23.208918,92.518692,DEBRIS,SLIDE,2018
21456,MZ/LUN/84A12/2018/59,Mizoram,Lunglei,,Tleu-Thenhlum Section,23.209055,92.540611,ROCK,SLIDE,
21457,MZ/LUN/84A12/2018/56,Mizoram,Lunglei,,West of Tleu Quarry,23.210028,92.522781,ROCK,SLIDE,
21458,MZ/SER/84A16/2018/49,Mizoram,Serchhip,,SE of Keitum towards cultivated area,23.212713,92.930771,DEBRIS,SLIDE,
21459,MZ/LUN/84A12/2018/69,Mizoram,Lunglei,,Thenhlum-South Dampui Section,23.213055,92.58889,ROCK,SLIDE,
21460,MZ/SER/84A16/2018/26,Mizoram,Serchhip,,South of Keitum Village,23.213892,92.904892,ROCK,SLIDE,
21461,MZ/LUN/84A12/2018/70,Mizoram,Lunglei,,Thenhlum-South Dampui Section,23.214001,92.588608,DEBRIS,SLIDE,
21462,MZ/CHA/84E08/2017/8,Mizoram,Champhai,,5 km towards Leithum from Dungtlang,23.21475,93.261139,DEBRIS,SLIDE,
21463,MZ/SER/84A16/2018/47,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section,23.21685,92.955475,DEBRIS,SLIDE,
21464,MZ/SER/84A16/2018/46,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section,23.217224,92.949684,ROCK,SLIDE,2018
21465,MZ/LUN/84A12/2018/28,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.219172,92.67691,DEBRIS,SLIDE,
21466,MZ/SER/84A16/2018/48,Mizoram,Serchhip,,Piler Road Section,23.221762,92.975006,ROCK,SLIDE,
21467,MZ/SER/84A16/2018/41,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section (near Tuichang river),23.222652,92.940269,ROCK,SLIDE,
21468,MZ/SER/84A16/2018/42,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section (near Tuichang river),23.222652,92.940269,ROCK,SLIDE,
21469,MZ/SER/84A16/2018/38,Mizoram,Serchhip,,East of Keitum Village (Keitum- Khawlailawng Section),23.222778,92.92778,DEBRIS,SLIDE,
21470,MZ/SER/84A16/2018/45,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section,23.222778,92.943611,ROCK,SLIDE,
21471,MZ/SER/84A16/2018/44,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section (near Tuichang river),23.222853,92.941536,ROCK,SLIDE,2018
21472,MZ/SER/84A16/2018/43,Mizoram,Serchhip,,Tuichang river-Khawlailawng Section,23.222925,92.940842,ROCK,SLIDE,2018
21473,MZ/SER/84A16/2018/39,Mizoram,Serchhip,,East of Keitum Village (Keitum- Khawlailawng Section),23.223055,92.931114,DEBRIS,SLIDE,
21474,MZ/SER/84A16/2018/37,Mizoram,Serchhip,,East of Keitum Village (Keitum- Khawlailawng Section),23.223555,92.92672,DEBRIS,SLIDE,
21475,MZ/SER/84A16/2018/40,Mizoram,Serchhip,,"East of Keitum Village (Keitum- Khawlailawng Section, near the bridge)",23.223957,92.936401,DEBRIS,SLIDE,
21476,MZ/LUN/84A16/2018/19,Mizoram,Lunglei,,Northern outskirts of S. Zote Village,23.225542,92.798363,ROCK,FALL,
21477,MZ/LUN/84A12/2018/52,Mizoram,Lunglei,,West Bungtlang-Changpui Section (Herticulture link road junction),23.226894,92.638527,DEBRIS,SLIDE,
21478,MZ/SER/84A16/2018/36,Mizoram,Serchhip,,East of Keitum Village (Keitum- Khawlailawng Section),23.227602,92.923164,DEBRIS,SLIDE,
21479,MZ/SER/84A16/2018/34,Mizoram,Serchhip,,0.5 km East of Keitum Village,23.228361,92.916832,DEBRIS,SLIDE,
21480,MZ/SER/84A16/2018/35,Mizoram,Serchhip,,0.7 km East of Keitum Village (Keitum-Khawlailawng Section),23.23,92.919724,DEBRIS,SLIDE,
21481,MZ/LUN/84A16/2018/18,Mizoram,Lunglei,,~1 km N of S. Zote Village,23.23035,92.79808,DEBRIS,SLIDE,
21482,MZ/LUN/84A12/2018/26,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.230371,92.673973,DEBRIS,SLIDE,
21483,MZ/LUN/84A12/2018/27,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.230371,92.673973,DEBRIS,SLIDE,
21484,MZ/LUN/84A12/2018/25,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.231653,92.673714,ROCK,SLIDE,
21485,MZ/LUN/84A12/2018/24,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.235651,92.673058,ROCK,SLIDE,
21486,MZ/CHA/84E08/2017/7,Mizoram,Champhai,,Sazep village,23.237767,93.308461,SOIL,SLIDE,
21487,MZ/LUN/84A12/2018/50,Mizoram,Lunglei,,West Bungtlang-Changpui Section,23.242306,92.640587,DEBRIS,SLIDE,
21488,MZ/LUN/84A12/2018/51,Mizoram,Lunglei,,West Bungtlang-Changpui Section,23.242306,92.640587,DEBRIS,SLIDE,
21489,MZ/SER/84A16/2018/17,Mizoram,Serchhip,,Thenzawl-S. Zote Section (3 km NW of S. Zote PMGSY road),23.242828,92.798134,ROCK,FALL,
21490,MZ/SER/84A16/2018/21,Mizoram,Serchhip,,Serchhip-Keitum section,23.243479,92.904846,DEBRIS,SLIDE,
21491,MZ/SER/84F01/2018/18,Mizoram,Champhai,,8.5km SE of East Lungdar on PMGSY East Lungdar - Biate Road,23.244541,93.099533,DEBRIS,SLIDE,2017
21492,MZ/SER/84A16/2018/16,Mizoram,Serchhip,,Thenzawl-S. Zote Section (4 km NW of S. Zote PMGSY road),23.245819,92.798233,SOIL,SLIDE,
21493,MZ/LUN/84A12/2018/66,Mizoram,Lunglei,,Thorangtlang Wildlife Sanctuary,23.246555,92.554054,DEBRIS,SLIDE,
21494,MZ/LUN/84A12/2018/23,Mizoram,Lunglei,,Buarpui-Kawlhawk Section (PMGSY road),23.24774,92.671333,DEBRIS,SLIDE,
21495,MZ/LUN/84A12/2018/49,Mizoram,Lunglei,,West Bungtlang-Changpui Section,23.248526,92.63958,ROCK,SLIDE,
21496,MZ/LUN/84A12/2018/67,Mizoram,Lunglei,,Thorangtlang Wildlife Sanctuary (2km behind of Airawhkawn- Tlangsang),23.249056,92.546501,DEBRIS,SLIDE,
21497,MZ/SER/84A16/2018/15,Mizoram,Serchhip,,Thenzawl-S. Zote Section (5 km NW of S. Zote PMGSY road),23.249727,92.796631,DEBRIS,SLIDE,
21498,MZ/LUN/84A08/2020/1,Mizoram,Lunglei,Sesawn village slide 2,Sesawn village near Presbyterean Church of India (PCI) on SH- Marpara - West Banghmun road,23.25,92.48,ROCK,SLIDE,2018
21499,MZ/CHA/84E03/2017/61,Mizoram,Champhai,,6 km south of Bungzung,23.254263,93.238127,DEBRIS,SLIDE,
21500,MZ/LUN/84A11/2017/130,Mizoram,Lunglei,,"1km Milestone, Bungtlang, Buarpui-Bungtlang Road",23.254946,92.634239,ROCK,SLIDE,2015
21501,MZ/SER/84A15/2016/20,Mizoram,Serchhip,,"About 300m West of BSF camp, NH-54 Aizawl-Serchhip-Lunglei Road",23.255288,92.888813,DEBRIS,SLIDE,2016
21502,MZ/SER/84A15/2016/19,Mizoram,Serchhip,,,23.255426,92.890915,ROCK,SLIDE,2016
21503,MZ/SER/84A15/2016/21,Mizoram,Serchhip,,"At 300km Mile Stone, NH-54 Aizawl-Serchhip-Lunglei Road",23.260038,92.882734,ROCK,SLIDE,2015
21504,MZ/CHA/84E07/2017/76,Mizoram,Champhai,,3.5 km north of Liapui,23.26125,93.337222,DEBRIS,SLIDE,
21505,MZ/CHA/84E07/2017/72,Mizoram,Champhai,,1 km east of Thinghrangkawn,23.261944,93.295194,ROCK,SLIDE,
21506,MZ/CHA/84E07/2017/71,Mizoram,Champhai,,3.8 km to Lianpui,23.262222,93.337667,DEBRIS,SLIDE,
21507,MZ/LUN/84A11/2017/133,Mizoram,Lunglei,,"About 2.5 km Southeast of Buarpui, SH-Aibawk-Darlung- Buarpui-Lunglei Road",23.268811,92.665508,ROCK,SLIDE,2016
21508,MZ/CHA/84E07/2017/69,Mizoram,Champhai,,Thinghrangkawn,23.270139,93.293333,ROCK,SLIDE,
21509,MZ/LUN/84A11/2017/131,Mizoram,Lunglei,,"About 3km Southwest of Buarpui, Buarpui-Bungtlang Road",23.271781,92.637703,ROCK,SLIDE,2015
21510,MZ/SER/84A15/2016/22,Mizoram,Serchhip,,"Grassland Cultivation Site, NH- 54 Aizawl-Serchhip-Lunglei Road",23.272218,92.873298,DEBRIS,SLIDE,2016
21511,MZ/LUN/84A11/2017/134,Mizoram,Lunglei,,"Near 1km Milestone South of Buarpui, SH-Aibawk-Darlung- Buarpui-Lunglei Road",23.273513,92.65731,ROCK,SLIDE,2016
21512,MZ/SER/84A15/2016/6,Mizoram,Serchhip,,"Serchhip, SH-Thenzawl-Serchhip Road",23.2741,92.848362,ROCK,SLIDE,2015
21513,MZ/LUN/84A11/2017/132,Mizoram,Lunglei,,"Buarpui Quarry, Buarpui- Bungtlang Road",23.2747,92.647873,ROCK,SLIDE,2016
21514,MZ/SER/84A15/2016/7,Mizoram,Serchhip,,"2km Southwest of the Cultivation (Mat River Basin) road junction, Serchhip, SH- Thenzawl-Serchhip Road",23.275305,92.850377,DEBRIS,SLIDE,2016
21515,MZ/SER/84A15/2016/8,Mizoram,Serchhip,,"Serchhip, SH-Thenzawl-Serchhip Road",23.276999,92.850991,DEBRIS,SLIDE,2015
21516,MZ/SER/84A15/2016/23,Mizoram,Serchhip,,"About 2.5 km from Serchip, NH- 54 Aizawl-Serchhip-Lunglei Road",23.277412,92.870285,ROCK,SLIDE,2016
21517,MZ/SER/84A15/2016/5,Mizoram,Serchhip,,"Serchhip, SH-Thenzawl-Serchhip Road",23.277886,92.840388,DEBRIS,SLIDE,2015
21518,MZ/SER/84A15/2016/24,Mizoram,Serchhip,,"About 2.2 km from Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.279612,92.869602,DEBRIS,SLIDE,2015
21519,MZ/CHA/84E03/2017/59,Mizoram,Champhai,,1.7 km south of Bungzung,23.279667,93.232917,SOIL,SLIDE,
21520,MZ/SER/84A15/2016/11,Mizoram,Serchhip,,"About 700m from the road junction, Mat-Phai Road.",23.281103,92.857654,ROCK,SLIDE,2015
21521,MZ/LUN/84A11/2017/138,Mizoram,Lunglei,Buarpui Slide,"Near the playground (Propose Site for Primary School), Buarpui",23.28113,92.651804,ROCK,SLIDE,2011
21522,MZ/SER/84A15/2016/25,Mizoram,Serchhip,,"About 200m West of Stone Crusher, NH-54 Aizawl-Serchhip- Lunglei Road",23.281521,92.868857,ROCK,SLIDE,2016
21523,MZ/SER/84A15/2016/9,Mizoram,Serchhip,,"Serchhip, SH-Thenzawl-Serchhip Road",23.282258,92.852377,ROCK,SLIDE,2015
21524,MZ/SER/84A15/2016/4,Mizoram,Serchhip,,"Serchhip Cultivation Area, SH- Thenzawl-Serchhip Road",23.28328,92.831766,DEBRIS,SLIDE,2016
21525,MZ/SER/84A15/2016/12,Mizoram,Serchhip,,"About 1.20km Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.28388,92.857468,DEBRIS,SLIDE,2016
21526,MZ/SER/84A15/2016/10,Mizoram,Serchhip,,"Near K.H Quarry, SH-Thenzawl- Serchhip road",23.283951,92.852551,DEBRIS,SLIDE,2015
21527,MZ/SER/84A15/2016/13,Mizoram,Serchhip,,"About 1.10km Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.285967,92.856546,ROCK,SLIDE,2015
21528,MZ/SER/84A15/2016/14,Mizoram,Serchhip,,"About 1km Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.286001,92.857178,ROCK,SLIDE,2015
21529,MZ/SER/84A15/2016/16,Mizoram,Serchhip,,"About 900m Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.28611,92.85748,DEBRIS,SLIDE,2015
21530,MZ/SER/84A15/2016/15,Mizoram,Serchhip,,"About 1km Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.28621,92.857249,DEBRIS,SLIDE,2015
21531,MZ/SER/84A15/2016/17,Mizoram,Serchhip,,"About 600m Southwest of Serchhip-Bungtlang junction,SH- Thenzawl-Serchhip Road.",23.288105,92.857432,ROCK,SLIDE,2015
21532,MZ/SER/84A15/2016/18,Mizoram,Serchhip,,"100m west of Serchhip- Bungtlang Junction, SH- Thenzawl-Serchhip road",23.28985,92.860445,DEBRIS,SLIDE,2015
21533,MZ/SER/84A15/2016/26,Mizoram,Serchhip,,"About 200m North of Road junction, Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.291063,92.860374,DEBRIS,SLIDE,2015
21534,MZ/SER/84A15/2016/27,Mizoram,Serchhip,,"Old Serchhip, NH-54 Aizawl- Serchhip-Lunglei Road",23.293142,92.857091,DEBRIS,SLIDE,2016
21535,MZ/SER/84A15/2016/74,Mizoram,Serchhip,,"Southeast of Sainik School,Chhingchhip, PMGSY Chhingchhip-Hmuntha Road",23.293769,92.871451,ROCK,SLIDE,2016
21536,MZ/CHA/84E07/2017/62,Mizoram,Champhai,,Sesih Bulfekzawl road,23.296,93.340556,SOIL,SLIDE,
21537,MZ/CHA/84E03/2017/58,Mizoram,Champhai,,11km north of Sialhawlk,23.296419,93.095813,ROCK,SLIDE,
21538,MZ/SER/84A15/2016/114,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH- Thenzawl-Buarpui Road",23.29659,92.694008,ROCK,SLIDE,2016
21539,MZ/SER/84A15/2016/121,Mizoram,Serchhip,,"Northwest of Thenzawl, SH- Thenzawl-Buarpui Road",23.297332,92.740677,ROCK,SLIDE,2016
21540,MZ/SER/84A15/2016/120,Mizoram,Serchhip,,"Northwest of Thenzawl, SH- Thenzawl-Buarpui Road",23.297637,92.74119,DEBRIS,SLIDE,2016
21541,MZ/SER/84A15/2016/28,Mizoram,Serchhip,,"Near Zuala store, Old Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.297759,92.856169,DEBRIS,SLIDE,
21542,MZ/CHA/84E07/2017/53,Mizoram,Champhai,,Sesih village,23.297894,93.332441,ROCK,SLIDE,
21543,MZ/LUN/84A11/2017/135,Mizoram,Lunglei,,"North of Buarpui, SH-Aibawk- Darlung- Buarpui-Lunglei Road",23.298044,92.648759,DEBRIS,SLIDE,2016
21544,MZ/SER/84A15/2016/3,Mizoram,Serchhip,,"Near plantation Area (Gov. Of India) Project, SH Thenzawl- Serchhip Road",23.298413,92.81508,EARTH,SLIDE,2016
21545,MZ/CHA/84E03/2017/44,Mizoram,Champhai,,Tlangpui village,23.299073,93.057068,ROCK,SLIDE,
21546,MZ/SER/84A15/2016/115,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH- Thenzawl-Buarpui Road",23.299407,92.696714,ROCK,SLIDE,2016
21547,MZ/SER/84A15/2016/119,Mizoram,Serchhip,,"Northwest of Thenzawl, SH- Thenzawl-Buarpui Road",23.30028,92.741186,ROCK,SLIDE,2016
21548,MZ/CHA/84E07/2017/38,Mizoram,Champhai,,2 km north of Sesih,23.301117,93.330175,ROCK,SLIDE,
21549,MZ/SER/84A15/2016/116,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH- Thenzawl-Buarpui Road",23.301399,92.699109,ROCK,SLIDE,2016
21550,MZ/LUN/84A11/2017/136,Mizoram,Lunglei,,"North of Buarpui, SH-Aibawk- Darlung- Buarpui-Lunglei Road",23.302106,92.649524,ROCK,SLIDE,2017
21551,MZ/SER/84A15/2016/29,Mizoram,Serchhip,,"C. Biakchunga House, Pentecostal home, Old Serchhip, NH-54 Aizawl- Serchhip-Lunglei Road",23.302456,92.853533,ROCK,SLIDE,2015
21552,MZ/CHA/84E07/2017/24,Mizoram,Champhai,Khuangleng slide,Khuangleng village,23.303412,93.31066,ROCK,SLIDE,2017
21553,MZ/CHA/84E07/2017/18,Mizoram,Champhai,,Khuangleng village,23.303639,93.311361,ROCK,SLIDE,2017
21554,MZ/CHA/84E07/2017/11,Mizoram,Champhai,,2.5 km north of Sesih (khuangleng road),23.304778,93.329472,DEBRIS,SLIDE,
21555,MZ/CHA/84E07/2017/13,Mizoram,Champhai,,3.5 km north of Khuangleng,23.304833,93.306778,DEBRIS,SLIDE,
21556,MZ/CHA/84E07/2017/4,Mizoram,Champhai,,Khaungleng (near health centre),23.305111,93.311528,DEBRIS,SLIDE,
21557,MZ/SER/84A15/2016/2,Mizoram,Serchhip,,"About 1.6km East of Mat River Bridge (DGM Gate), SH Thenzawl-Serchhip Road",23.305259,92.809736,DEBRIS,SLIDE,2016
21558,MZ/CHA/84E07/2017/119,Mizoram,Champhai,,4km north of Khuangleng,23.30622,93.294554,DEBRIS,SLIDE,
21559,MZ/CHA/84E07/2017/103,Mizoram,Champhai,,KhuanglengChamphai Rd,23.306444,93.303889,ROCK,SLIDE,
21560,MZ/CHA/84E07/2017/110,Mizoram,Champhai,Khuangleng slide,Khuangleng,23.306444,93.311639,ROCK,SLIDE,
21561,MZ/SER/84A15/2016/117,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH- Thenzawl-Buarpui Road",23.306654,92.707482,ROCK,FALL,
21562,MZ/CHA/84E07/2017/91,Mizoram,Champhai,,Khuangleng area,23.307833,93.311672,ROCK,SLIDE,
21563,MZ/SER/84A15/2016/118,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH- Thenzawl-Buarpui Road",23.308202,92.731268,ROCK,SLIDE,2016
21564,MZ/SER/84A15/2016/35,Mizoram,Serchhip,,"About 100m South of Assam rifeles Camp, Chanmari Veng, Serchhip-DIET Road",23.308769,92.862258,ROCK,SLIDE,2016
21565,MZ/SER/84A15/2016/34,Mizoram,Serchhip,,"About 50m West of dumping site, Chanmari veng, Serchhip- DIET Road",23.309091,92.86293,DEBRIS,SLIDE,2016
21566,MZ/CHA/84E07/2017/84,Mizoram,Champhai,,0.8km north of Khuangleng,23.310167,93.311889,ROCK,SLIDE,2017
21567,MZ/CHA/84E07/2017/74,Mizoram,Champhai,,North of Khuangleng,23.310611,93.312,ROCK,SLIDE,
21568,MZ/CHA/84E07/2017/59,Mizoram,Champhai,,Khuangleng Seisa road,23.311082,93.323501,DEBRIS,SLIDE,
21569,MZ/CHA/84E07/2017/3,Mizoram,Champhai,,Khuangleng (Sesih 8km mile stone),23.311604,93.313134,ROCK,SLIDE,
21570,MZ/CHA/84E07/2017/1,Mizoram,Champhai,,Khuangleng Seisa road,23.312747,93.314456,DEBRIS,SLIDE,
21571,MZ/SER/84A15/2016/42,Mizoram,Serchhip,,"P & E Veng,(Power and Electric department), Serchhip",23.314208,92.858096,ROCK,SLIDE,2016
21572,MZ/SER/84A15/2016/1,Mizoram,Serchhip,,"About 50m East of Mat River Bridge (DGM Gate), SH Thenzawl-Serchhip Road",23.314408,92.808662,ROCK,SLIDE,2016
21573,MZ/SER/84A15/2016/126,Mizoram,Serchhip,,"About 1.7km Northwest of Serchhip road junction, SH- Aizawl-Thenzawl-Lunglei Road",23.315355,92.786906,ROCK,SLIDE,2016
21574,MZ/SER/84A15/2016/125,Mizoram,Serchhip,,"About 1.2km Northwest of Serchhip road junction, SH- Aizawl-Thenzawl-Lunglei Road",23.3154,92.791224,ROCK,SLIDE,2016
21575,MZ/SER/84A15/2016/43,Mizoram,Serchhip,,,23.315806,92.859192,DEBRIS,SLIDE,2014
21576,MZ/SER/84A15/2016/41,Mizoram,Serchhip,,"Near Presbyterian English School, NH-54 Aizawl-Serchhip- Lunglei Road",23.316221,92.856217,DEBRIS,SLIDE,2015
21577,MZ/SER/84A15/2016/40,Mizoram,Serchhip,,"Leisang veng, Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.318805,92.853099,DEBRIS,SLIDE,2016
21578,MZ/CHA/84E07/2017/2,Mizoram,Champhai,,10 km south of Dilkawn,23.320197,93.285718,ROCK,SLIDE,
21579,MZ/SER/84A15/2016/39,Mizoram,Serchhip,,"IOC Veng, Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.320289,92.854914,ROCK,SLIDE,
21580,MZ/SER/84A15/2016/38,Mizoram,Serchhip,,"Near the Sawing Mill, Bilzel veng, Serchhip, NH-54 Aizawl- Serchhip-Lunglei Road",23.320815,92.854748,DEBRIS,SLIDE,2014
21581,MZ/SER/84A15/2016/37,Mizoram,Serchhip,,"IOC Veng, Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.321505,92.854734,ROCK,SLIDE,2015
21582,MZ/SER/84A15/2016/45,Mizoram,Serchhip,,"Near Catholic School, P & E Veng,(Power and Electric department), Serchhip",23.321765,92.8589,ROCK,SLIDE,
21583,MZ/SER/84A15/2016/44,Mizoram,Serchhip,,"P & E Veng,(Power and Electric department), Serchhip",23.321864,92.859431,ROCK,SLIDE,
21584,MZ/CHA/84E03/2017/60,Mizoram,Champhai,,Champhai,23.322151,93.066154,ROCK,SLIDE,
21585,MZ/SER/84A15/2016/36,Mizoram,Serchhip,,"Near 16km Milestone(Keitum), Serchhip, NH-54 Aizawl- Serchhip-Lunglei Road",23.322363,92.854689,ROCK,SLIDE,2016
21586,MZ/CHA/84E03/2017/64,Mizoram,Champhai,Khawhai slide,Khawhai Tlangpui road.,23.322995,93.092151,ROCK,SLIDE,
21587,MZ/CHA/84E03/2017/74,Mizoram,Champhai,,Khawhai Tlangpui road.,23.325028,93.092333,DEBRIS,SLIDE,
21588,MZ/CHA/84E03/2017/75,Mizoram,Champhai,,10 km south of Khawhai,23.3305,93.096806,DEBRIS,SLIDE,
21589,MZ/CHA/84E03/2017/78,Mizoram,Champhai,,Tlangpui road,23.33101,93.091406,DEBRIS,SLIDE,
21590,MZ/SER/84A15/2016/124,Mizoram,Aizawl,,"About 4.2km Northwest of Sailam Bazar, SH-Aizawl- Thenzawl-Lunglei Road",23.333984,92.781878,DEBRIS,SLIDE,2016
21591,MZ/CHA/84E03/2017/13,Mizoram,Champhai,,Tlangpui road,23.336389,93.074722,DEBRIS,SLIDE,
21592,MZ/CHA/84E07/2017/12,Mizoram,Champhai,,Bulfekzawl Rd,23.336425,93.361493,DEBRIS,SLIDE,
21593,MZ/CHA/84E03/2017/25,Mizoram,Champhai,,Tlangpui road,23.336955,93.07526,ROCK,SLIDE,
21594,MZ/CHA/84E03/2017/29,Mizoram,Champhai,,Champhai,23.337519,93.076258,ROCK,SLIDE,
21595,MZ/CHA/84E07/2017/29,Mizoram,Champhai,,Bulfekzawl Rd,23.339889,93.357889,DEBRIS,SLIDE,
21596,MZ/CHA/84E03/2017/31,Mizoram,Champhai,,N of Sialhawk,23.340389,93.102306,ROCK,FALL,
21597,MZ/CHA/84E03/2017/35,Mizoram,Champhai,,Tlangpui road,23.340722,93.081083,DEBRIS,SLIDE,
21598,MZ/CHA/84E03/2017/43,Mizoram,Champhai,,Tlangpui road,23.341111,93.080583,DEBRIS,SLIDE,
21599,MZ/CHA/84E03/2017/51,Mizoram,Champhai,,Tlangpui road,23.341194,93.080389,DEBRIS,SLIDE,
21600,MZ/CHA/84E03/2017/57,Mizoram,Champhai,,Tlangpui road,23.341333,93.080056,DEBRIS,SLIDE,
21601,MZ/SER/84A15/2016/123,Mizoram,Aizawl,,"About 15.7km North of Thenzawl, SH-Aizawl-Thenzawl- Lunglei Road",23.349857,92.780208,ROCK,SLIDE,2015
21602,MZ/CHA/84E07/2017/61,Mizoram,Champhai,,Dilkawn Rd,23.350776,93.296677,ROCK,SLIDE,
21603,MZ/CHA/84E07/2017/63,Mizoram,Champhai,,Dilkawn Rd,23.351115,93.296893,ROCK,SLIDE,
21604,MZ/SER/84A15/2016/122,Mizoram,Aizawl,,"16km Milestone, SH-Aizawl- Thenzawl-Lunglei Road",23.351772,92.781701,ROCK,SLIDE,2015
21605,MZ/CHA/84E07/2017/64,Mizoram,Champhai,,Dilkawn Rd,23.353111,93.299361,DEBRIS,SLIDE,
21606,MZ/SER/84A15/2016/112,Mizoram,Aizawl,,"Sailam, PMGSY Sialsuk-Sailam Road",23.353803,92.794306,DEBRIS,SLIDE,2016
21607,MZ/CHA/84E07/2017/65,Mizoram,Champhai,,4 km south of Dilkawn,23.354778,93.300556,DEBRIS,SLIDE,2017
21608,MZ/CHA/84E07/2017/66,Mizoram,Champhai,,3.5 km south of Dilkawn,23.35691,93.301356,ROCK,SLIDE,
21609,MZ/CHA/84E07/2017/67,Mizoram,Champhai,,3 km mile stone Dilkawn,23.359579,93.298884,ROCK,SLIDE,
21610,MZ/LUN/84A11/2017/137,Mizoram,Lunglei,,"About 2km South of S. Khawlek,SH-Aibawk-Darlung- Buarpui-Lunglei Road",23.360199,92.632911,ROCK,SLIDE,2016
21611,MZ/CHA/84E07/2017/68,Mizoram,Champhai,,2.5 km s of Dilkawn,23.361979,93.299909,DEBRIS,SLIDE,
21612,MZ/CHA/84E07/2017/70,Mizoram,Champhai,,Hruikawn Rd,23.36545,93.377907,ROCK,FALL,
21613,MZ/CHA/84E07/2017/73,Mizoram,Champhai,,Hruikawn Rd (Zokhawthar),23.366333,93.380028,DEBRIS,SLIDE,
