serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
20761,MZ/SAI/84F03/2020/10,Mizoram,Saiha,SW of Chheillu slide 4,SW of Chheillu village,22.29,93.08,Debris,Slide,
20762,MZ/SAI/84F03/2020/30,Mizoram,Saiha,Chheihlu Mawhro section slide 3,Chheihlu Mawhro section,22.29,93.09,Debris,Slide,2017
20763,MZ/LAW/84B11/2020/60,Mizoram,Lawngtlai,India Bangladesh Fencing road slide 6,India Bangladesh Fencing road,22.3,92.59,Debris,Slide,
20764,MZ/LAW/84B15/2018/39,Mizoram,Lawngtlai,,Vathuampui Road,22.309944,92.768333,Debris,Slide,
20765,MZ/LAW/84B15/2018/40,Mizoram,Lawngtlai,,Vathuampui Road,22.309944,92.768059,Debris,Slide,
20766,MZ/LAW/84B11/2020/29,Mizoram,Lawngtlai,Vaseikai to Parva road slide 2,Vaseikai to Parva road,22.31,92.63,Debris,Slide,2019
20767,MZ/LAW/84B11/2020/30,Mizoram,Lawngtlai,Vaseikai to Parva road slide 3,Vaseikai to Parva road,22.31,92.63,Debris,Slide,2019
20768,MZ/SAI/84F03/2020/14,Mizoram,Saiha,Tuipang slide,Tuipang,22.31,93.02,Debris,Slide,
20769,MZ/LAW/84B11/2020/12,Mizoram,Lawngtlai,Sekulhkai to M Kawnpui road slide 2,Sekulhkai to M Kawnpui road,22.32,92.73,Debris,Slide,2019
20770,MZ/SAI/84F03/2020/11,Mizoram,Saiha,South of Siata village slide,5km south of siata village,22.32,93.14,Debris,Slide,
20771,MZ/SAI/84F03/2020/15,Mizoram,Saiha,North of Pukzing slide 1,North of Pukzing,22.32,93.02,Rock,Slide,
20772,MZ/LAW/84B15/2018/38,Mizoram,Lawngtlai,,Vathuampui Road,22.320999,92.772003,Debris,Slide,
20773,MZ/LAW/84B15/2018/37,Mizoram,Lawngtlai,,Vathuampui Road,22.326,92.771004,Debris,Slide,
20774,MZ/LAW/84B15/2018/36,Mizoram,Lawngtlai,,Vathuampui Road,22.328888,92.769997,Debris,Slide,
20775,MZ/LAW/84B11/2020/6,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 1,Bungtlang S to Sekulhkai road,22.33,92.75,Debris,Slide,2019
20776,MZ/LAW/84B11/2020/9,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 4,Bungtlang S to Sekulhkai road,22.33,92.74,Debris,Slide,
20777,MZ/LAW/84B11/2020/10,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 5,Bungtlang S to Sekulhkai road,22.33,92.74,Debris,Slide,2019
20778,MZ/LAW/84B11/2020/11,Mizoram,Lawngtlai,Sekulhkai to M Kawnpui road slide 1,Sekulhkai to M Kawnpui road,22.33,92.74,Rock,Slide,
20779,MZ/LAW/84B11/2020/13,Mizoram,Lawngtlai,Sekulhkai to M Kawnpui road slide 3,Sekulhkai to M Kawnpui road,22.33,92.73,Debris,Slide,2019
20780,MZ/LAW/84B11/2020/14,Mizoram,Lawngtlai,Sekulhkai village slide,Outside Sekulhkai village,22.33,92.72,Debris,Slide,
20781,MZ/LAW/84B11/2020/15,Mizoram,Lawngtlai,Sekulhkai to M Kawnpui road slide 4,Sekulhkai to M Kawnpui road,22.33,92.72,Debris,Slide,2019
20782,MZ/LAW/84B11/2020/19,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 3,M Kawnpui to Saibawh road,22.33,92.69,Debris,Slide,2019
20783,MZ/LAW/84B11/2020/20,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 4,M Kawnpui to Saibawh road,22.33,92.69,Debris,Slide,2019
20784,MZ/LAW/84B11/2020/28,Mizoram,Lawngtlai,Vaseikai to Parva road slide 1,Vaseikai to Parva road,22.33,92.63,Debris,Slide,2019
20785,MZ/LAW/84B11/2020/42,Mizoram,Lawngtlai,Fangfarlui slide 2,Fangfarlui,22.33,92.65,Debris,Slide,2019
20786,MZ/LAW/84B11/2020/7,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 2,Bungtlang S to Sekulhkai road,22.34,92.75,Debris,Slide,2019
20787,MZ/LAW/84B11/2020/8,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 3,Bungtlang S to Sekulhkai road,22.34,92.74,Debris,Slide,2019
20788,MZ/LAW/84B11/2020/16,Mizoram,Lawngtlai,M Kawnpui slide,M Kawnpui,22.34,92.71,Debris,Slide,2019
20789,MZ/LAW/84B11/2020/17,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 1,M Kawnpui to Saibawh road,22.34,92.68,Debris,Slide,2019
20790,MZ/LAW/84B11/2020/18,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 2,M Kawnpui to Saibawh road,22.34,92.69,Debris,Slide,2019
20791,MZ/LAW/84B11/2020/22,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 6,M Kawnpui to Saibawh road,22.34,92.74,Debris,Slide,2019
20792,MZ/LAW/84B11/2020/23,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 7,M Kawnpui to Saibawh road,22.34,92.74,Debris,Slide,2019
20793,MZ/LAW/84B11/2020/25,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 9,M Kawnpui to Saibawh road,22.34,92.74,Debris,Slide,
20794,MZ/LAW/84B11/2020/41,Mizoram,Lawngtlai,Fangfarlui slide 3,Fangfarlui river,22.34,92.65,Debris,Slide,2019
20795,MZ/LAW/84B11/2020/61,Mizoram,Lawngtlai,Lokhisury slide,Lokhisury road,22.34,92.6,Debris,Slide,
20796,MZ/SAI/84F03/2020/16,Mizoram,Saiha,NW of Kamlabagan slide 1,1 km NW of Kamlabagan on Kamlabagan - Bindasora road,22.34,93.04,Debris,Slide,2017
20797,MZ/SAI/84F03/2020/17,Mizoram,Saiha,North of Pukzing slide 2,North of Pukzing,22.34,93.04,Rock,Slide,
20798,MZ/SAI/84F03/2020/18,Mizoram,Saiha,North of Bindasora village slide 1,North of Bindasora village,22.34,93.04,Debris,Slide,2019
20799,MZ/SAI/84F03/2020/26,Mizoram,Saiha,East Saihtah slide 1,2 Km East Saihtah on PMGSY Saihta - Parvatui road,22.34,93.13,Rock,Slide,2019
20800,MZ/LAW/84B15/2018/35,Mizoram,Lawngtlai,,Vathuampui Road,22.341,92.768997,Debris,Slide,
20801,MZ/LAW/84B11/2020/21,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 5,M Kawnpui to Saibawh road,22.35,92.66,Debris,Fall,2019
20802,MZ/LAW/84B11/2020/24,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 8,M Kawnpui to Saibawh road,22.35,92.74,Debris,Slide,2019
20803,MZ/LAW/84B11/2020/26,Mizoram,Lawngtlai,Saikhawthlir slide,outside Saikhawthlir,22.35,92.74,Debris,Slide,
20804,MZ/LAW/84B11/2020/27,Mizoram,Lawngtlai,Saikhawthlir road slide,Saikhawthlir road,22.35,92.74,Debris,Slide,2019
20805,MZ/LAW/84B11/2020/40,Mizoram,Lawngtlai,Vaseikai to Fangfarlui slide,Vaseikai to Fangfarlui,22.35,92.65,Debris,Slide,2019
20806,MZ/LAW/84B15/2018/33,Mizoram,Lawngtlai,,Multi- Modal Road,22.356001,92.791,Debris,Slide,
20807,MZ/LAW/84B15/2018/34,Mizoram,Lawngtlai,,Vathuampui Road,22.358999,92.779999,Debris,Slide,
20808,MZ/LAW/84B11/2020/49,Mizoram,Lawngtlai,Charluitlang road slide,Charluitlang road,22.36,92.61,Debris,Slide,2019
20809,MZ/SAI/84F03/2020/19,Mizoram,Saiha,North of Tlabung slide 1,4 km North of Tlabung on PMGSY Tlabung-Diblibagh road,22.36,93.05,Debris,Slide,2018
20810,MZ/LAW/84B15/2018/32,Mizoram,Lawngtlai,,Multi- Modal Road,22.363001,92.861,Rock,Fall,
20811,MZ/SAI/84B15/2019/4,Mizoram,Saiha,,,22.368999,92.934998,Debris,Slide,
20812,MZ/SAI/84B15/2019/5,Mizoram,Saiha,,,22.369862,92.934998,Debris,Slide,
20813,MZ/LAW/84B11/2020/43,Mizoram,Lawngtlai,Chiminisora slide,Outside Chiminisora,22.37,92.63,Debris,Slide,2019
20814,MZ/LAW/84B15/2018/31,Mizoram,Lawngtlai,,Multi- Modal Road,22.375,92.858002,Debris,Slide,
20815,MZ/LAW/84B15/2018/30,Mizoram,Lawngtlai,,Multi- Modal Road,22.379,92.858002,Debris,Slide,
20816,MZ/LAW/84B11/2020/46,Mizoram,Lawngtlai,Rangkashya road slide 2,Rangkashya road,22.38,92.59,Debris,Slide,2019
20817,MZ/LAW/84B11/2020/47,Mizoram,Lawngtlai,Rangkashya road slide 3,Rangkashya road,22.38,92.59,Debris,Slide,2019
20818,MZ/SAI/84F03/2020/3,Mizoram,Saiha,NW of Lower Theira slide,1 KM NW of Lower Theira,22.38,93.03,Rock,Slide,
20819,MZ/SAI/84F03/2020/25,Mizoram,Saiha,Silkur village slide 1,Silkur village,22.38,93.12,Rock,Fall,2017
20820,MZ/SAI/84F03/2020/35,Mizoram,Saiha,NW of Lower Theira slide,1 KM NW of Lower Theira,22.38,93.03,Rock,Slide,
20821,MZ/SAI/84B15/2018/60,Mizoram,Saiha,,Serkawr Road,22.381001,92.978996,Rock,Fall,
20822,MZ/LAW/84B15/2018/28,Mizoram,Lawngtlai,,Multi- Modal Road,22.385,92.857002,Debris,Slide,
20823,MZ/LAW/84B15/2018/29,Mizoram,Lawngtlai,,Multi- Modal Road,22.385,92.858002,Debris,Slide,
20824,MZ/LAW/84B15/2018/27,Mizoram,Lawngtlai,,Multi- Modal Road,22.389999,92.862999,Debris,Slide,
20825,MZ/LAW/84B11/2020/44,Mizoram,Lawngtlai,Vaseitlang II slide,Vaseitlang II,22.39,92.61,Debris,Slide,2019
20826,MZ/LAW/84B11/2020/45,Mizoram,Lawngtlai,Rangkashya road slide 1,Rangkashya road,22.39,92.59,Debris,Slide,2019
20827,MZ/LAW/84B11/2020/53,Mizoram,Lawngtlai,Simeisury slide,Simeisury village,22.39,92.64,Earth,Slide,
20828,MZ/SAI/84F03/2020/24,Mizoram,Saiha,Muriskata village slide 1,"Muriskata village, Tlabung on Karnaphuli River bank",22.39,93.11,Rock,Slide,2018
20829,MZ/SAI/84B15/2018/59,Mizoram,Saiha,,Serkawr Road,22.392,92.978996,Debris,Slide,
20830,MZ/LAW/84B15/2018/19,Mizoram,Lawngtlai,,Multi- Modal Road,22.395,92.860001,Debris,Slide,
20831,MZ/SAI/84B15/2018/58,Mizoram,Saiha,,Kawlchaw E to Serkawr road,22.399,92.964996,Debris,Slide,
20832,MZ/SAI/84F03/2020/31,Mizoram,Saiha,Lana slide 1,6km away from lana,22.4,93.12,Rock,Slide,2017
20833,MZ/SAI/84F03/2020/32,Mizoram,Saiha,Lana slide 2,6km away from lana,22.4,93.13,Rock,Slide,2017
20834,MZ/LAW/84B15/2018/18,Mizoram,Lawngtlai,,Multi- Modal Road,22.405001,92.861,Debris,Slide,
20835,MZ/SAI/84B15/2018/57,Mizoram,Saiha,,Kawlchaw E,22.405001,92.950996,Debris,Slide,
20836,MZ/LAW/84B11/2020/1,Mizoram,Lawngtlai,South Bungtlang to Hmunnuam road slide 1,South Bungtlang to Hmunnuam road,22.41,92.75,Debris,Slide,2019
20837,MZ/LAW/84B11/2020/2,Mizoram,Lawngtlai,South Bungtlang to Hmunnuam road slide 2,South Bungtlang to Hmunnuam road,22.41,92.75,Debris,Slide,2019
20838,MZ/LAW/84B11/2020/48,Mizoram,Lawngtlai,Rangkashya road slide 4,Rangkashya road,22.41,92.6,Debris,Slide,2019
20839,MZ/LAW/84B11/2020/52,Mizoram,Lawngtlai,Jognasury village slide,Jognasury village,22.41,92.64,Debris,Slide,
20840,MZ/SAI/84F03/2020/2,Mizoram,Saiha,North of Lower Theira slide,North of Lower Theira,22.41,93.02,Rock,Slide,
20841,MZ/LAW/84B15/2018/25,Mizoram,Lawngtlai,,Multi- Modal Road,22.416,92.864998,Debris,Slide,
20842,MZ/SAI/84B15/2019/3,Mizoram,Saiha,,,22.42,92.992996,Debris,Subsidence,
20843,MZ/SAI/84B15/2018/63,Mizoram,Saiha,,Maubawk Road,22.424,92.977997,Debris,Slide,
20844,MZ/SAI/84B15/2018/56,Mizoram,Saiha,,NH 54,22.427999,92.947998,Debris,Slide,
20845,MZ/LAW/84B15/2018/17,Mizoram,Lawngtlai,,Multi- Modal Road,22.43,92.870003,Debris,Slide,
20846,MZ/LAW/84B11/2020/3,Mizoram,Lawngtlai,Hmunnuam to Diltland road slide,Hmunnuam to Diltland road,22.43,92.75,Debris,Fall,2019
20847,MZ/LAW/84B11/2020/54,Mizoram,Lawngtlai,Ajasora slide 1,outside Ajasora village,22.43,92.71,Rock,Slide,
20848,MZ/LAW/84B11/2020/55,Mizoram,Lawngtlai,Ajasora slide 2,outside Ajasora village,22.43,92.69,Rock,Slide,
20849,MZ/SAI/84B15/2018/55,Mizoram,Saiha,,Zero Point to Kawlchaw E,22.434999,92.945999,Debris,Slide,
20850,MZ/SAI/84F03/2020/23,Mizoram,Saiha,Bawnveng Village slide 1,Near Bawnveng Village,22.44,93.1,Rock,Slide,2017
20851,MZ/SAI/84F03/2020/27,Mizoram,Saiha,East Saihtah slide 3,2.5 Km East Saihtah on PMGSY Saihta - Parvatui road,22.44,93.1,Rock,Slide,2019
20852,MZ/LAW/84B15/2018/26,Mizoram,Lawngtlai,,Multi- Modal Road,22.440001,92.879997,Debris,Slide,
20853,MZ/LAW/84B15/2018/22,Mizoram,Lawngtlai,,Multi- Modal Road,22.445999,92.874001,Debris,Slide,
20854,MZ/LAW/84B15/2018/16,Mizoram,Lawngtlai,,Multi- Modal Road,22.447001,92.882004,Debris,Slide,
20855,MZ/LAW/84B15/2018/15,Mizoram,Lawngtlai,,Multi- Modal Road,22.448,92.882004,Debris,Slide,
20856,MZ/LAW/84B11/2020/56,Mizoram,Lawngtlai,Ajasora slide 3,outside Ajasora village,22.45,92.7,Rock,Slide,
20857,MZ/LAW/84B11/2020/62,Mizoram,Lawngtlai,Maniabapsora slide,Maniabapsora,22.45,92.57,Debris,Slide,
20858,MZ/SAI/84F03/2020/28,Mizoram,Saiha,Sesawn village slide 1,Sesawn village near Presbyterean Church of India (PCI) on SH- Marpara - West Banghmun road,22.45,93.09,Rock,Slide,2018
20859,MZ/LAW/84B15/2018/24,Mizoram,Lawngtlai,,Multi- Modal Road,22.450001,92.870003,Debris,Slide,
20860,MZ/LAW/84B15/2018/1,Mizoram,Lawngtlai,,Chawntlangpui,22.45138,92.911942,Debris,Slide,
20861,MZ/LAW/84B15/2018/2,Mizoram,Lawngtlai,,1 km south of Saikah,22.45138,92.911942,Debris,Slide,
20862,MZ/SAI/84B15/2018/61,Mizoram,Saiha,,Zero Point to Maubawk Road,22.455,92.959999,Debris,Slide,
20863,MZ/SAI/84B15/2018/62,Mizoram,Saiha,,Maubawk Road,22.455999,92.962997,Debris,Slide,
20864,MZ/SAI/84B15/2018/54,Mizoram,Saiha,,Zero Point to Kawlchaw E,22.455999,92.948997,Debris,Slide,
20865,MZ/LAW/84B15/2018/8,Mizoram,Lawngtlai,,Along NH 54,22.458916,92.886108,Rock,Fall,
20866,MZ/LAW/84B15/2018/21,Mizoram,Lawngtlai,,Multi- Modal Road,22.459,92.873001,Debris,Slide,
20867,MZ/SAI/84B15/2018/53,Mizoram,Saiha,,NH 54,22.459,92.952003,Debris,Slide,
20868,MZ/LAW/84B11/2020/4,Mizoram,Lawngtlai,South Bungtlang to Hmunnuam road slide 3,South Bungtlang to Hmunnuam road,22.46,92.73,Debris,Slide,2018
20869,MZ/LAW/84B11/2020/57,Mizoram,Lawngtlai,Ajasora slide 4,outside Ajasora village,22.46,92.69,Rock,Slide,
20870,MZ/SAI/84F03/2020/21,Mizoram,Saiha,North of Tlabung slide 10,5 km North of Tlabung on PMGSY Tlabung - Diblibagh road,22.46,93.05,Debris,Slide,2018
20871,MZ/SAI/84F03/2020/22,Mizoram,Saiha,Diblibagh village slide 1,Diblibagh village near the Ferry point of Karnaphuli River,22.46,93.05,Rock,Slide,2018
20872,MZ/LAW/84B15/2018/23,Mizoram,Lawngtlai,,Multi- Modal Road,22.462999,92.877998,Debris,Slide,
20873,MZ/SAI/84B15/2018/51,Mizoram,Saiha,,Saiha to Zero Point Road,22.462999,92.969002,Debris,Slide,
20874,MZ/LAW/84B15/2018/6,Mizoram,Lawngtlai,,4 km north of Saikah,22.464916,92.916107,Rock,Fall,
20875,MZ/LAW/84B15/2018/7,Mizoram,Lawngtlai,,Along NH 54,22.466166,92.92083,Debris,Slide,
20876,MZ/LAW/84B15/2018/20,Mizoram,Lawngtlai,,Multi- Modal Road,22.468,92.873001,Debris,Slide,
20877,MZ/LAW/84B15/2018/14,Mizoram,Lawngtlai,,Multi- Modal Road,22.469,92.876999,Debris,Slide,
20878,MZ/LAW/84B15/2018/13,Mizoram,Lawngtlai,,Multi- Modal Road,22.469469,92.878334,Debris,Slide,
20879,MZ/LAW/84B11/2020/51,Mizoram,Lawngtlai,Chawngte C to Longpuighat slide,Chawngte C to Longpuighat road,22.47,92.63,Debris,Slide,
20880,MZ/SAI/84B15/2018/41,Mizoram,Saiha,,Lawngtlai to Saiha road,22.472,92.969002,Debris,Slide,
20881,MZ/LAW/84B15/2018/12,Mizoram,Lawngtlai,,Multi- Modal Road,22.475,92.877998,Debris,Slide,
20882,MZ/SAI/84B15/2018/52,Mizoram,Saiha,,Northeast of Zero Point,22.475,92.964996,Debris,Slide,
20883,MZ/LAW/84B14/2019/4,Mizoram,Lawngtlai,,Outside Lawngtlai,22.476999,92.885002,Rock,Fall,
20884,MZ/SAI/84B15/2018/42,Mizoram,Saiha,,Lawngtlai to Saiha road,22.478001,92.966003,Rock,Fall,
20885,MZ/LAW/84B11/2020/5,Mizoram,Lawngtlai,Diltlang S slide,Diltlang S,22.48,92.73,Debris,Slide,
20886,MZ/LAW/84B15/2018/11,Mizoram,Lawngtlai,,Multi- Modal Road,22.482,92.877998,Debris,Slide,
20887,MZ/LAW/84B15/2018/9,Mizoram,Lawngtlai,,Along NH 54,22.483166,92.885551,Rock,Fall,
20888,MZ/SAI/84B15/2018/43,Mizoram,Saiha,,Lawngtlai to Saiha road,22.483999,92.954002,Debris,Fall,
20889,MZ/SAI/84B15/2018/49,Mizoram,Saiha,,"A.R. Camp, Saiha",22.485666,92.985825,Debris,Slide,
20890,MZ/LAW/84B15/2018/10,Mizoram,Lawngtlai,,Multi- Modal Road,22.486,92.882004,Debris,Slide,
20891,MZ/SAI/84B15/2018/44,Mizoram,Saiha,,Lawngtlai to Saiha road,22.487,92.964996,Debris,Slide,
20892,MZ/LAW/84B11/2020/58,Mizoram,Lawngtlai,Ajasora slide 5,outside Ajasora village,22.49,92.67,Rock,Slide,
20893,MZ/LAW/84B11/2020/63,Mizoram,Lawngtlai,Khawmawi to Chawngte P road slide 3,Khawmawi to Chawngte P road,22.49,92.74,Rock,Slide,2019
20894,MZ/SAI/84F03/2020/33,Mizoram,Saiha,West of Tlangpuikawn slide,West of Tlangpuikawn,22.49,93.01,Debris,Slide,2017
20895,MZ/SAI/84B15/2018/45,Mizoram,Saiha,,Lawngtlai to Saiha road,22.490999,92.964996,Debris,Slide,
20896,MZ/SAI/84B15/2018/48,Mizoram,Saiha,,"Colony Viah, Saiha",22.490999,92.981003,Debris,Subsidence,
20897,MZ/SAI/84B15/2018/50,Mizoram,Saiha,,"New Saiha, Saiha",22.490999,92.984001,Debris,Subsidence,
20898,MZ/SAI/84B15/2018/47,Mizoram,Saiha,,Outskirts of Saiha,22.496,92.975998,Rock,Fall,
20899,MZ/LAW/84B14/2018/33,Mizoram,Lawngtlai,,Multi- Modal Road,22.5,92.887001,Debris,Slide,
20900,MZ/LAW/84B10/2020/1,Mizoram,Lawngtlai,Khawmawi to Chawngte P road slide 1,Khawmawi to Chawngte P road,22.5,92.75,Rock,Slide,2019
20901,MZ/LAW/84B10/2020/2,Mizoram,Lawngtlai,Ngengpuikai to Chawngte road slide,Ngengpuikai to Chawngte road,22.5,92.74,Rock,Slide,2019
20902,MZ/LAW/84B10/2020/22,Mizoram,Lawngtlai,Diltlang road slide,Diltlang road,22.5,92.73,Debris,Slide,2019
20903,MZ/LAW/84B10/2020/23,Mizoram,Lawngtlai,Diltlang S to Khawmawi road slide,Diltlang S to Khawmawi road,22.5,92.74,Rock,Slide,
20904,MZ/LAW/84B11/2020/50,Mizoram,Lawngtlai,Diltlang S slide,Diltlang S,22.5,92.73,Debris,Slide,2017
20905,MZ/LAW/84B11/2020/59,Mizoram,Lawngtlai,Ajasora slide 6,outside Ajasora village,22.5,92.68,Rock,Slide,
20906,MZ/SAI/84F03/2020/20,Mizoram,Saiha,North of Tlabung slide 8,4.2 km North of Tlabung on PMGSY Tlabung - Diblibagh road,22.5,93.01,Debris,Slide,2018
20907,MZ/SAI/84F03/2020/34,Mizoram,Saiha,North of Tlangpuikawn slide,1km north of Tlangpuikawn,22.5,93.02,Debris,Slide,2017
20908,MZ/LAW/84B14/2018/30,Mizoram,Lawngtlai,,Along NH 54,22.501471,92.891663,Debris,Slide,
20909,MZ/LAW/84B14/2018/29,Mizoram,Lawngtlai,,NH 54,22.503,92.889,Debris,Slide,
20910,MZ/LAW/84B14/2018/32,Mizoram,Lawngtlai,,Multi- Modal Road,22.507,92.886002,Debris,Slide,
20911,MZ/LAW/84B14/2018/31,Mizoram,Lawngtlai,,Mul(cid:415)- Modal Road,22.51,92.886002,Debris,Slide,
20912,MZ/LAW/84B10/2020/3,Mizoram,Lawngtlai,Khawmawi to Chawngte P road slide 2,Khawmawi to Chawngte P road,22.51,92.74,Rock,Slide,2019
20913,MZ/SAI/84B15/2018/46,Mizoram,Saiha,,North of Saiha,22.513,92.992996,Rock,Fall,
20914,MZ/LAW/84B14/2018/51,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.513,92.793999,Rock,Fall,
20915,MZ/LAW/84B14/2018/43,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.517,92.879997,Debris,Slide,
20916,MZ/LAW/84B14/2018/34,Mizoram,Lawngtlai,,Multi- Modal Road,22.518,92.855003,Rock,Fall,
20917,MZ/LAW/84B14/2018/50,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.518,92.811996,Debris,Slide,
20918,MZ/LAW/84B14/2018/44,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.52,92.867996,Debris,Slide,
20919,MZ/LAW/84B10/2020/13,Mizoram,Lawngtlai,Chawngtelui village slide 1,Chawngtelui village,22.52,92.71,Rock,Slide,2019
20920,MZ/LAW/84B10/2020/14,Mizoram,Lawngtlai,Chawngtelui village slide 2,outside Chawngtelui village,22.52,92.71,Debris,Slide,2016
20921,MZ/LAW/84B10/2020/15,Mizoram,Lawngtlai,Diltlang to Chawngtelui road slide,Diltlang to Chawngtelui road,22.52,92.72,Debris,Fall,2019
20922,MZ/LAW/84B10/2020/16,Mizoram,Lawngtlai,Chawngtelui to Diltlang road slide,Chawngtelui to Diltlang road,22.52,92.72,Debris,Slide,2019
20923,MZ/LAW/84B14/2018/45,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.525,92.865997,Debris,Slide,
20924,MZ/LAW/84B14/2018/46,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.525,92.864998,Debris,Slide,
20925,MZ/LUNG/84B14/2018/3,Mizoram,Lawngtlai,,Mul(cid:415)- Modal Road Mul(cid:415)- Modal Road,22.525999,92.888,Rock,Fall,
20926,MZ/LAW/84B14/2018/36,Mizoram,Lawngtlai,,Multi- Modal Road,22.527,92.891998,Debris,Slide,
20927,MZ/LAW/84B14/2018/2,Mizoram,Lawngtlai,,Towards the west of Lawngtlai,22.5273,92.870003,Debris,Slide,
20928,MZ/LAW/84B14/2018/35,Mizoram,Lawngtlai,,Multi- Modal Road,22.528,92.896004,Rock,Fall,
20929,MZ/LAW/84B10/2020/12,Mizoram,Lawngtlai,Mualbu L to Chawngtelui road slide 2,Mualbu L to Chawngtelui road,22.53,92.7,Debris,Slide,2019
20930,MZ/LAW/84B10/2020/21,Mizoram,Lawngtlai,Chawngtelui village slide,4 kms north of Chawngtelui village,22.53,92.7,Debris,Slide,2018
20931,MZ/LAW/84B10/2020/45,Mizoram,Lawngtlai,Ulusora slide,Ulusora village,22.53,92.62,Earth,Slide,
20932,MZ/LAW/84B14/2018/38,Mizoram,Lawngtlai,,Multi- Modal Road,22.530001,92.890999,Debris,Slide,
20933,MZ/LAW/84B14/2018/39,Mizoram,Lawngtlai,,Multi- Modal Road,22.530001,92.890999,Debris,Slide,
20934,MZ/LAW/84B14/2018/40,Mizoram,Lawngtlai,,Multi- Modal Road,22.530001,92.890999,Debris,Slide,
20935,MZ/LAW/84B14/2018/47,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.532,92.862999,Debris,Slide,
20936,MZ/LAW/84B14/2018/41,Mizoram,Lawngtlai,,Multi- Modal Road,22.533001,92.886002,Debris,Slide,
20937,MZ/LAW/84B14/2018/42,Mizoram,Lawngtlai,,,22.534,92.876999,Debris,Slide,
20938,MZ/LAW/84B14/2018/13,Mizoram,Lawngtlai,,"L-III, Lawngtlai",22.53544,92.893059,Debris,Subsidence,
20939,MZ/LAW/84B14/2018/48,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.535999,92.860001,Debris,Slide,
20940,MZ/LAW/84B14/2018/14,Mizoram,Lawngtlai,,"Behind District Hospital, Lawngtlai",22.537416,92.885002,Debris,Slide,
20941,MZ/LAW/84B14/2018/49,Mizoram,Lawngtlai,,Lawngtlai to Ngengpuikai Road,22.538,92.857002,Rock,Fall,
20942,MZ/LAW/84B10/2020/11,Mizoram,Lawngtlai,Mualbu L to Chawngtelui road slide 1,Mualbu L to Chawngtelui road,22.54,92.69,Debris,Slide,2019
20943,MZ/LAW/84B10/2020/20,Mizoram,Lawngtlai,Mualbu to Diltlang S road slide,Mualbu to Diltlang S road,22.54,92.68,Debris,Slide,2019
20944,MZ/LAW/84B10/2020/44,Mizoram,Lawngtlai,India Bangladesh Fencing road slide 8,India Bangladesh Fencing road,22.55,92.54,Debris,Slide,
20945,MZ/LAW/84B14/2018/15,Mizoram,Lawngtlai,,5 km North of Lawngtlai on NH 54,22.552301,92.883888,Rock,Slide,
20946,MZ/LAW/84B10/2020/26,Mizoram,Lawngtlai,Mualbu L slide 1,Mualbu L,22.56,92.67,Rock,Slide,2019
20947,MZ/LAW/84B10/2020/27,Mizoram,Lawngtlai,Mualbu L slide 2,Mualbu L,22.56,92.67,Rock,Slide,2017
20948,MZ/LAW/84B14/2018/16,Mizoram,Lawngtlai,,N of Thingkah,22.561611,92.877502,Debris,Slide,
20949,MZ/LAW/84B14/2018/17,Mizoram,Lawngtlai,,North of Thingkah along NH 54,22.568556,92.87944,Debris,Slide,
20950,MZ/LAW/84B10/2020/19,Mizoram,Lawngtlai,Mualbu slide,Outside Mualbu,22.57,92.68,Rock,Slide,
20951,MZ/LAW/84B14/2018/18,Mizoram,Lawngtlai,,"Bifuraction to 3rd IR Battalion Camp, Thingkah",22.573833,92.917519,Rock,Fall,
20952,MZ/LAW/84B14/2018/19,Mizoram,Lawngtlai,,30m north of Ls 14,22.574112,92.873337,Debris,Slide,
20953,MZ/LAW/84B14/2018/37,Mizoram,Lawngtlai,,Multi- Modal Road,22.577,92.892998,Debris,Slide,
20954,MZ/LAW/84B14/2018/20,Mizoram,Lawngtlai,,NH 54,22.577583,92.870277,Debris,Slide,
20955,MZ/LAW/84B14/2018/21,Mizoram,Lawngtlai,,NH 54,22.579611,92.870552,Debris,Slide,
